C,gamma,rank balanced_accuracy,mean balanced_accuracy,std balanced_accuracy,rank accuracy,mean accuracy,std accuracy
620.136695767719,6.174154575760377e-07,1,0.8017254598295865,0.09940897877462748,494,0.7481125716211661,0.0571088198012069
2.739909237312122,0.00013577469000752856,2,0.8003129966064566,0.10015025308236704,497,0.742881698685541,0.06020273860416757
1215.7850626257866,3.0160695172570545e-07,3,0.7995128270875672,0.09944342111291302,499,0.7399797775530839,0.059998492413659364
756.8953072513674,4.82471400584067e-07,4,0.7993472784119567,0.09999952438119732,501,0.7394017526120662,0.05959324432151311
3.4569017744546606,0.0001053181715264237,5,0.7987230667389834,0.0997829228156921,505,0.7370761712167171,0.057921995582675294
7650.2227424132725,5.1481027269300396e-08,6,0.7985131554325888,0.10536076825878497,489,0.7510144927536231,0.05609945395290206
32.22465361876772,1.2207568125068429e-05,7,0.7983588344449346,0.10522742505500936,490,0.7504347826086957,0.05659151234430429
48.50734710115016,7.32291507098127e-06,8,0.798236573408708,0.10077513167073049,506,0.7353404111897539,0.05976560695285977
4356.313269366427,6.485464457908813e-08,9,0.7871559343101261,0.0973523969275475,532,0.7045669025952139,0.05450652426637848
15.850085611783085,1.571971613426075e-05,10,0.7864227550017364,0.10020956267013001,535,0.6923761375126389,0.05562226192497961
451.90719141255084,5.198493215700261e-07,11,0.7837035800100783,0.10184979175234996,537,0.6825025278058645,0.06197566934774327
0.7572882118237096,0.0003062575691679459,12,0.7827582954455655,0.10108701372435762,539,0.67902089652848,0.06556572683146035
48.13841236104026,4.625048250030811e-06,13,0.7813094371318648,0.1028573317984365,543,0.6737984496124031,0.06321806248931017
6.565695943678026,0.0009133168676472036,14,0.7810033527546562,0.046971625878502336,240,0.896124031007752,0.016991325292889548
6.301872493547655,0.000825495038911869,15,0.7797594506745164,0.047747036280902676,270,0.891484664644422,0.020740907256972824
76.66763459160904,6.212581029150697e-06,16,0.779604799746469,0.09998407908480662,476,0.7724873609706775,0.05084493990506134
6.857038749904358,0.0007302018697856518,17,0.7795969987362315,0.04761761465203294,273,0.8909015840916752,0.019925056298238705
2.759842942855463,0.00017254386667191765,18,0.7788127611782105,0.09979562863437003,477,0.7695871250421301,0.05237234935391233
6.23538642497341,0.0007196022201491802,19,0.778631408778606,0.048173438797470276,280,0.8874182676103809,0.021543433756934637
1.6843975040837527,0.002420525877948705,20,0.7784861654961079,0.046997057242493694,283,0.8868469834850018,0.02527593856967213
2.61647080278142,0.0013624173316824882,21,0.7784849622678334,0.04794116715562871,284,0.8868436130771823,0.02529954574913423
1759.8524065200736,2.6076165869195084e-07,22,0.7780330252893082,0.09880258266540771,478,0.7666835187057635,0.053549327247751854
7463.0667745101055,6.076457795457869e-08,23,0.7777243833139996,0.0986639513327426,479,0.7655240984159083,0.05406806936938682
7.959924222274061,5.711720601695561e-05,24,0.7774066636335348,0.09829193941224264,480,0.7643629929221436,0.05384727957309269
1.4213900860327482,0.0027820320869016077,25,0.7773976593950225,0.046967601378302526,291,0.8827856420626896,0.026412735850282806
4.202586722537008,0.00010757974439540711,26,0.7770766412737137,0.09901912950085003,481,0.7632035726322886,0.05426041101430504
25.644637049294296,0.000863075120953412,27,0.7767974595272281,0.0552524446962909,7,0.9176036400404449,0.01465461827238647
26.350966531829435,0.0009654715708262737,28,0.7767862318392718,0.05562394444429465,4,0.9176053252443547,0.016584560446610178
1.7944717962566645,0.0017927593503332773,29,0.776749789117862,0.04774700893499045,299,0.8804617458712505,0.02647798389199096
9.35225551555412,0.0007981957568406809,30,0.7766104840087173,0.040171126891642664,215,0.8978614762386249,0.015021225916117039
2.8798955918714957,0.0010559475888053684,31,0.7765762377284953,0.047926842205735225,307,0.8798769801145939,0.026060688952288347
0.40097863346973805,0.0006071195166661375,32,0.7765082954455657,0.10869029441237714,540,0.6784395011796428,0.07008838029015035
23.66674343986653,1.843955582534148e-05,33,0.7761010268564068,0.09893905583211925,485,0.7597202561509943,0.05554852798684628
5647.996867469209,7.433627565332185e-08,34,0.7756188334917316,0.09876565525840038,486,0.757979440512302,0.054817987072548945
0.22909174096972712,0.0010888413905727396,35,0.7755944157252468,0.10755401635779101,542,0.6749595551061678,0.07172257346414693
34.91674463502681,0.00047581384354347423,36,0.7755252493402198,0.04972344435988376,54,0.9129592180653858,0.014703262631347063
3.012287886017625,0.0009512231955602509,37,0.7753121584921175,0.04844404605073925,318,0.8752359285473542,0.027949600408748065
18.330335288278356,0.0009058024913494377,38,0.7751548789698492,0.04384149277515651,36,0.9146966632962588,0.012168596398541977
1.101570880001226,0.0012447704333401238,39,0.774683855696454,0.04425935218319655,388,0.8409841590832491,0.031879083915674226
91.96958603857371,2.3707798914548353e-06,40,0.774596474168902,0.1105408067667312,545,0.6714779238287834,0.06418844755487753
19.335507801186775,0.0007372363418243596,41,0.7745071369295634,0.044140922870161726,65,0.912376137512639,0.013818634450449022
0.3812701501121504,0.0006041997736941695,42,0.7744440466902986,0.10923832611493765,547,0.6708948432760364,0.0704574170551293
270.66189821373973,7.740164477325214e-07,43,0.7741475791574717,0.11117621061567172,548,0.6697303673744522,0.06866612023836141
1.1405926102139083,0.0011718983349970704,44,0.7740392103934939,0.04408632410514061,393,0.83866026289181,0.030274600013698284
2.4857912273381713,8.56337216051251e-05,45,0.773971877785305,0.11142933959578757,549,0.6691506572295248,0.0700910885288703
0.6365429951739145,0.00034256484757297644,46,0.77365308311344,0.11059510505650348,552,0.6679912369396697,0.0710273234585135
1335.996288899938,1.539812408670157e-07,47,0.7736421118992329,0.11109396249375511,552,0.6679912369396697,0.06590419781670485
3386.4942759420405,6.045853544772235e-08,48,0.7733344166784498,0.1111649873110586,556,0.666830131445905,0.0671438853213186
4862.229976611843,4.174571925387385e-08,49,0.7730054693100288,0.11161439108878518,557,0.6656673407482305,0.06918641287985763
58.28728633059621,0.0005728868982289072,50,0.7722926395501097,0.053026793806886574,22,0.9158611391978428,0.01300222087942642
407.47680317788974,4.888538011016694e-07,51,0.7720389325978779,0.11158080069266399,560,0.6621857094708459,0.07097257271084594
1.035884067350616,0.0011730741027745502,52,0.7719972887772648,0.0450772040204896,406,0.8311122345803842,0.03295487690170428
4.897919458945878,0.0006141915829219307,53,0.7719172250005972,0.04742822865875117,311,0.8775530839231547,0.0254057040069474
20.850040279282066,9.445859216935304e-06,54,0.771885558364749,0.11145356498140732,561,0.6616043141220087,0.07040333623026471
0.35219344507520656,0.0006042422702767569,55,0.7717220314350641,0.10971387274515496,562,0.6610262891809909,0.07238204639334916
4980.730807275608,3.9032207051492395e-08,56,0.7712299418475818,0.11124044157519422,564,0.6592821031344791,0.06863465261614124
0.9418718482667173,0.00021368649920159978,57,0.7712287386193072,0.11129890348331374,563,0.6592821031344792,0.0709312910777053
4.019903494951541,0.0004911879023081968,58,0.7708994713182036,0.04951651437307525,351,0.861299292214358,0.03287612819675219
24.620071805498792,0.0011737876373568846,59,0.770383932597543,0.05547584092761194,19,0.9164425345466801,0.015192402148406907
22.195567724597936,0.0006140874551531064,60,0.7703404702628968,0.041898431453312394,70,0.9117964273677115,0.013594260113639161
2.1543718451963594,0.0006156681944595884,61,0.7703102110503011,0.043994921882522076,390,0.8398230535894843,0.03388459008320488
74.60789519644577,2.577022455360501e-06,62,0.7702541991934003,0.11112564056056733,566,0.655798786653185,0.07074435119305846
1104.3505473568302,6.994938066528054e-07,63,0.7699714471438965,0.07397225054275124,432,0.8136939669700034,0.03763236182086764
2.3396197441419644,0.0027702068072859567,64,0.7696403265320766,0.05747565846673419,269,0.8914863498483317,0.023193633871293737
4564.878615057674,3.00789210198562e-07,65,0.769615887619593,0.07492568034142769,377,0.8485321873946747,0.03552018673674472
81.88215064390816,0.000981923682008191,66,0.7695746853734976,0.052809984313065834,50,0.9135355578024941,0.010973073752135845
18.555697881374872,0.0006429405039113465,67,0.7695292012929258,0.04254993480811909,97,0.9088961914391642,0.015108089804005295
0.1940189485975992,0.001236998134802758,68,0.7694988473630043,0.10502540665594073,554,0.6674132119986519,0.06930796605602497
11.03328999490842,0.00043304286897346173,69,0.7694880272903479,0.04809907544591283,273,0.8909015840916752,0.01984054510255862
222.00950178720163,1.5693041491834052e-06,70,0.7694874811792235,0.09004315443850255,510,0.7306943040107853,0.057347276946800696
3217.6545937106844,4.2846196962443884e-07,71,0.7694625133864641,0.0746377234830824,380,0.8479507920458376,0.0347162437138955
0.5144182690732989,0.0003780274721738282,72,0.7694518796917109,0.1101797150650957,568,0.6529002359285474,0.07441697026018453
1.773691601553238,0.0007330636483284405,73,0.7693669482317137,0.04307116878722172,397,0.8363414223120997,0.03151205864536049
1.9401822322371245,0.000642523387360227,74,0.7693558487806321,0.04350865658232596,397,0.8363414223120997,0.032773995369263856
33.327935843157576,4.0533481184071944e-05,75,0.7692980397022536,0.0746758901378863,381,0.8473710819009102,0.033681637288195475
4.002360228533473,0.0005658696919433918,76,0.769264128638456,0.0487539454482085,338,0.8676929558476575,0.034301836243701755
13.37241132314198,8.057638202709862e-05,77,0.7692579469930021,0.0718305259535027,405,0.8322800808897876,0.03455379673014717
4.7464435485278,0.0003662513594268922,78,0.7691215373992073,0.050336810003484125,362,0.8549157398045164,0.03608496938387121
2.3679241258329164,0.0023809719851363453,79,0.7690047589342723,0.05657763388027473,276,0.889165824064712,0.020793406194320217
6.333518822081931,0.0002504571215212197,80,0.7689681631660784,0.04999385675607514,364,0.8543343444556791,0.035962912241081064
