C,rank balanced_accuracy,mean balanced_accuracy,std balanced_accuracy,rank accuracy,mean accuracy,std accuracy
0.03242286731540225,127,0.7512511146453822,0.04288984097750609,83,0.9013515335355577,0.01204445497739127
0.06476677223286038,130,0.7491118729658596,0.049111847927894026,30,0.9030957195820696,0.015947152892102096
0.06184703226021927,131,0.7489473992816491,0.0490265240381637,53,0.9025143242332323,0.015194397492653531
0.0001278924011542575,132,0.7478146953210779,0.07341037364521767,395,0.7811830131445904,0.040237716972253014
0.059058916594517466,133,0.7474041894051059,0.04602242664113125,66,0.901932928884395,0.014024598222172066
0.053854090748535276,133,0.7474041894051059,0.04595335848656245,66,0.901932928884395,0.013286290835497963
0.05142630353562002,135,0.7474032426505803,0.046325849232468574,63,0.9019346140883047,0.014135871307971806
0.05639649150249792,136,0.7472498684174516,0.04610499155287471,80,0.9013532187394675,0.014092351415169665
0.08945115995258458,137,0.7452649477255833,0.05238920792424361,24,0.9036737445230874,0.013664849759845558
0.08541862724625106,138,0.7451106267379289,0.052511144552564434,31,0.9030940343781598,0.014286147945898752
0.0815678844690394,138,0.7451106267379289,0.052577827578990266,31,0.9030940343781598,0.015087030615112445
0.07789073637971122,138,0.7451106267379289,0.052577827578990266,31,0.9030940343781598,0.015087030615112445
0.07437935718532088,141,0.744945206299193,0.05295697748158482,51,0.9025160094371418,0.017161931282393916
0.06782435037163954,141,0.744945206299193,0.05285186183486685,51,0.9025160094371418,0.01646230286722905
0.07102627388617912,143,0.7447807326149823,0.05302095673688633,62,0.9019362992922144,0.017040881926641296
0.09809632883025173,144,0.7412707574568833,0.05143844401452206,20,0.9036754297269971,0.01483581816869469
0.10272736385307926,144,0.7412707574568833,0.05143844401452206,20,0.9036754297269971,0.01483581816869469
0.09367406471887607,146,0.7410982810589166,0.050730023977660306,48,0.9030923491742501,0.012935937395518023
0.11797400156461631,147,0.7398828153225198,0.052640289438882264,24,0.9036737445230874,0.014383058892039927
0.12354344274089367,148,0.7397284943348655,0.0526859455003243,31,0.9030940343781598,0.014285463105441492
0.470747454128521,149,0.7381632025081885,0.09150488682683572,108,0.8955510616784631,0.015550723465244633
0.49297099677249173,149,0.7381632025081885,0.09150488682683572,108,0.8955510616784631,0.015550723465244633
0.5162436918724501,151,0.7376910336031948,0.0915370395131532,113,0.8938102460397708,0.015395041573487122
0.5406150689248177,151,0.7376910336031948,0.0915370395131532,113,0.8938102460397708,0.015395041573487122
0.00012212690531474636,153,0.7375817151535629,0.06719902911771082,396,0.7730586450960566,0.04142322037220628
0.781907283759453,154,0.7375478120666221,0.09161386371926959,117,0.8932288506909336,0.015377662136380118
0.5661369956667599,155,0.737537659370066,0.091617377457007,117,0.8932288506909336,0.01482124489285778
0.5928637884623186,155,0.737537659370066,0.091617377457007,117,0.8932288506909336,0.01482124489285778
0.6208523278997751,155,0.737537659370066,0.091617377457007,117,0.8932288506909336,0.01482124489285778
0.6808557222172039,158,0.7373944378334933,0.09142135141683982,126,0.8926474553420964,0.014665546061621097
0.7129982777305356,158,0.7373944378334933,0.09142135141683982,126,0.8926474553420964,0.014665546061621097
0.7466582529279718,158,0.7373944378334933,0.09142135141683982,126,0.8926474553420964,0.014665546061621097
0.8188203880404491,161,0.7373934910789679,0.09175665464211322,125,0.8926491405460061,0.01565531902072111
0.8574761251066391,162,0.7372300923861574,0.09155162597921408,130,0.8920677451971688,0.014933876944101098
0.9403484535822448,162,0.7372300923861574,0.09155162597921408,130,0.8920677451971688,0.014933876944101098
0.8979567630057271,162,0.7372300923861574,0.09155162597921408,130,0.8920677451971688,0.014933876944101098
0.6501621798462548,165,0.7372299641492829,0.09157360960470468,130,0.8920677451971688,0.014933876944101098
0.11265563542986154,166,0.737105037544742,0.054748407820892304,31,0.9030940343781598,0.014974588049921266
0.9847414158279238,167,0.737066693693347,0.09134730625927769,135,0.8914863498483315,0.014270827303830455
0.10757702566488468,168,0.7369507165570877,0.054784483215197737,53,0.9025143242332323,0.014858271521466493
1.0312301278878753,169,0.7369123727056925,0.0911669865702313,138,0.890906639703404,0.014383744416608814
1.0799135281311971,170,0.7365946530252279,0.09111243920560558,140,0.8897455342096394,0.014661919026291324
1.1308952257139362,171,0.7362758583533631,0.09106361805050822,143,0.8885861139197843,0.015060417207420513
0.00011662132282407701,172,0.7361532904698491,0.06737824721311395,397,0.7678395685877992,0.03988970791416995
0.00011136393657225811,173,0.7347348902458173,0.0680754424943723,398,0.7626171216717224,0.04188556251769218
0.14857757146481015,174,0.733488518794547,0.0524515439523942,58,0.9025126390293225,0.012931632004633164
0.16293711914901915,175,0.7334875720400216,0.05250504862995881,55,0.9025143242332321,0.014163488323068872
0.14187957093941683,176,0.7334774193434653,0.052904139776077753,55,0.9025143242332321,0.014399487682397663
0.15559177826811313,177,0.7333341978068928,0.052537116525706674,72,0.9019329288843949,0.013536868220089742
0.17062922663454444,178,0.733323098355811,0.05259862668698734,63,0.9019346140883047,0.014831948245711182
0.13548352184986856,179,0.7333140206506549,0.05259031740879941,72,0.9019329288843949,0.013660433365358292
0.1293758119742398,179,0.7333140206506549,0.05259031740879941,72,0.9019329288843949,0.013660433365358292
1.1842837210825274,181,0.7321091916866964,0.08609318717651634,146,0.888004718570947,0.01449703419278171
0.00010634355766636436,182,0.7300849552230751,0.06048401379251876,399,0.7602965958881025,0.04216378868593494
1.2401926368869927,183,0.7291770929212642,0.08910636824049052,150,0.886845298281092,0.016279452161187712
1.2987409597953348,184,0.72902277193361,0.08927281046915676,156,0.8862655881361645,0.01721864135275607
1.3600532937237584,184,0.72902277193361,0.08927281046915676,156,0.8862655881361645,0.01721864135275607
1.424260125021652,184,0.72902277193361,0.08927281046915676,156,0.8862655881361645,0.01721864135275607
0.00010154950161807173,187,0.7288219509780974,0.06059152303376659,400,0.7556555443208628,0.041053738853836425
119.34236988687873,188,0.7280646226458389,0.08832119884073938,211,0.8827890124705089,0.02017572233798898
35.96884929689012,189,0.7280636758913135,0.08874186266602233,192,0.8827923828783282,0.022451193455687624
37.66690469622056,189,0.7280636758913135,0.08874186266602233,192,0.8827923828783282,0.022451193455687624
32.79893682192827,189,0.7280636758913135,0.08874186266602233,192,0.8827923828783282,0.022451193455687624
34.347343647597526,189,0.7280636758913135,0.08874186266602233,192,0.8827923828783282,0.022451193455687624
43.257368892689506,189,0.7280636758913135,0.08874186266602233,192,0.8827923828783282,0.022451193455687624
62.56438963259316,194,0.7279204543547408,0.08820458988286603,234,0.8822109875294911,0.022152854003806125
71.85010033900086,195,0.7279103016581847,0.08846690186091093,244,0.8822093023255814,0.020989024660485453
99.23413806890852,195,0.7279103016581847,0.08846690186091093,244,0.8822093023255814,0.020989024660485453
65.51799536917211,195,0.7279103016581847,0.08846690186091093,244,0.8822093023255814,0.020989024660485453
39.445123686979834,198,0.7279103016581846,0.0885657664135837,234,0.8822109875294911,0.021924119707527424
41.30729071659689,198,0.7279103016581846,0.0885657664135837,234,0.8822109875294911,0.021924119707527424
45.29950841744241,198,0.7279103016581846,0.0885657664135837,234,0.8822109875294911,0.021924119707527424
52.022791946252184,198,0.7279103016581846,0.0885657664135837,234,0.8822109875294911,0.021924119707527424
57.05062861266869,202,0.7277661333670865,0.08801288566512401,264,0.8816312773845636,0.02258573879515242
49.67756120682693,203,0.7277559806705304,0.08837348054649903,264,0.8816312773845636,0.022286162586627085
108.8248005319804,203,0.7277559806705304,0.08793676200103195,266,0.8816295921806538,0.021049956440362748
59.74393489976511,205,0.7277469029653743,0.08827987213612967,268,0.8816279069767441,0.020490297665907993
143.52521750454878,205,0.7277469029653743,0.08829267802507172,268,0.8816279069767441,0.019823400068276927
47.43805542016523,207,0.7277469029653741,0.08837894590867684,266,0.8816295921806538,0.021447193912688678
54.478738813593736,208,0.727602734674276,0.08782462085762129,300,0.8810498820357264,0.022107840625838197
78.7941830276686,209,0.727601659682876,0.08808256020098326,300,0.8810498820357264,0.021799903556471996
68.61103804261535,209,0.727601659682876,0.08808256020098326,300,0.8810498820357264,0.021799903556471996
86.409389126875,209,0.727601659682876,0.08808256020098326,300,0.8810498820357264,0.021799903556471996
82.51398197985615,209,0.727601659682876,0.08808256020098326,300,0.8810498820357264,0.021799903556471996
130.87642872390194,213,0.7275925819777199,0.08774831496407313,306,0.8810481968318167,0.020536302656913388
113.96231656979162,213,0.7275925819777199,0.08774831496407313,306,0.8810481968318167,0.020536302656913388
94.76058057049478,213,0.7275925819777199,0.08774831496407313,306,0.8810481968318167,0.020536302656913388
157.3964713171147,216,0.7275916352231944,0.08784214680147631,300,0.8810498820357264,0.021491196080416487
0.18711999635182175,217,0.7274020457242321,0.05914952852623277,55,0.9025143242332321,0.014281632959820338
0.21489205908128697,218,0.7272477247365777,0.05902384401892143,72,0.9019329288843949,0.014024598222172066
0.20520454628619317,218,0.7272477247365777,0.05902384401892143,72,0.9019329288843949,0.014024598222172066
0.22503691020466626,218,0.7272477247365777,0.05902384401892143,72,0.9019329288843949,0.014024598222172066
0.17868447124853964,221,0.7272375720400216,0.05935490810405462,63,0.9019346140883047,0.014831948245711182
0.19595375462707956,222,0.7270832510523673,0.0592269471990947,81,0.9013532187394674,0.014445632003224759
1.7937266491209154,223,0.7262540718609882,0.09146102299920668,160,0.8856875631951467,0.017420558202312145
1.7128639595522512,224,0.7261006976278594,0.09128696334041658,168,0.8851061678463095,0.016836070627848795
1.561910316624156,225,0.7259463766402051,0.09179648055730988,172,0.8845264577013818,0.018433205001033206
1.635646627300152,225,0.7259463766402051,0.09179648055730988,172,0.8845264577013818,0.018433205001033206
1.491498100175702,227,0.7259363521805235,0.09178517460711087,172,0.8845264577013818,0.018433205001033206
12.449691723538143,228,0.7256045645485261,0.09180015687240564,184,0.8833720930232557,0.021984178126946665
13.652914660858725,228,0.7256045645485261,0.09180015687240564,184,0.8833720930232557,0.021984178126946665
17.194609632832094,230,0.7256036177940005,0.09190102953830673,181,0.8833737782271655,0.023530273782552062
20.678825883860455,230,0.7256036177940005,0.09190102953830673,181,0.8833737782271655,0.023530273782552062
16.419462326147787,232,0.7255945400888444,0.09155420447877577,183,0.8833720930232559,0.02213740045602265
13.037429909896561,233,0.7254502435608716,0.0916093904608326,192,0.8827923828783282,0.022300127276581157
26.043108564769955,234,0.72544021910119,0.09133984877432558,192,0.8827923828783282,0.022451193455687624
28.560091818661796,234,0.72544021910119,0.09133984877432558,192,0.8827923828783282,0.022451193455687624
29.90838677571634,234,0.72544021910119,0.09133984877432558,192,0.8827923828783282,0.022451193455687624
18.85641372950553,234,0.72544021910119,0.09171407148648267,190,0.8827923828783284,0.022969121821130718
18.006350911665116,234,0.72544021910119,0.09171407148648267,190,0.8827923828783284,0.022969121821130718
23.7479454906099,234,0.72544021910119,0.09133984877432558,192,0.8827923828783282,0.022451193455687624
22.677368351645217,234,0.72544021910119,0.09133984877432558,192,0.8827923828783282,0.022451193455687624
24.869063565043874,234,0.72544021910119,0.09133984877432558,192,0.8827923828783282,0.022451193455687624
14.297455865530388,242,0.7254300664046338,0.09135034477904684,192,0.8827923828783282,0.022451193455687624
31.320333464101484,243,0.7252858981135357,0.09149974441126471,231,0.8822126727334008,0.02325725732248062
27.2725791199367,244,0.7252768204083796,0.09115291133916727,234,0.8822109875294911,0.021924119707527424
14.97242525164449,245,0.725276692171505,0.09140899009988561,241,0.882210987529491,0.02169162069557059
19.74660721001156,246,0.7252757454169795,0.09151029056152164,231,0.8822126727334008,0.02325725732248062
21.655053720733157,246,0.7252757454169795,0.09151029056152164,231,0.8822126727334008,0.02325725732248062
103.91888799112473,248,0.724939622645839,0.08987638235338509,254,0.8822076171216716,0.019414076828761617
755.3186652841862,249,0.7249113233323562,0.08976556473813953,178,0.8839450623525448,0.016575331558274904
90.4886947657246,250,0.7247853016581847,0.09001421087229312,268,0.8816279069767441,0.020241335970929104
150.30090744981337,251,0.7246309806705303,0.0894878485558062,306,0.8810481968318167,0.020287905517003515
124.97641043909697,251,0.7246309806705303,0.0894878485558062,306,0.8810481968318167,0.020287905517003515
75.24207570679843,253,0.724476659682876,0.08962574313950075,331,0.8804684866868892,0.021048994219042955
137.05498129880797,253,0.724476659682876,0.08963835675521584,331,0.8804684866868892,0.020400368856046475
0.23566069016681013,255,0.7244699469588001,0.060441288896225916,81,0.9013532187394674,0.014903651836307347
951.2554586740881,256,0.7244483603693933,0.08884486966873877,251,0.8822076171216718,0.019154194437110392
172.60833750204318,257,0.7243132609900655,0.08944750413543137,345,0.8798870913380519,0.019835926685455394
9.69715656046784e-05,258,0.7231783806665373,0.06036735108472436,401,0.7527502527805864,0.0393109898925478
6914.055926496949,259,0.7221629286528469,0.09130697038963877,187,0.8833704078193462,0.02065126569811441
1580.026753899641,260,0.7221518292017652,0.090995660830322,184,0.8833720930232557,0.02198684811173214
454.7397704606499,261,0.7219792245669241,0.09143225877991337,229,0.8827873272665991,0.01889259653156843
721.2682714930137,262,0.721939697565485,0.09216245126689042,180,0.8839450623525446,0.01606046150209107
0.35693377573073715,263,0.7218234614640172,0.06824331512599623,100,0.8967138523761375,0.017725986968973997
0.3737842821253185,263,0.7218234614640172,0.06824331512599623,100,0.8967138523761375,0.017725986968973997
657.7033441658125,265,0.7217964760289124,0.09225657940316438,188,0.883365352207617,0.016812978324031315
9.260000675521785e-05,266,0.7217609271970308,0.060908531778811136,402,0.7475294910684193,0.04177267440877998
0.25843654310599606,267,0.7216932441724223,0.06203036272184837,88,0.9007735085945401,0.01581887580201068
4162.6089086311,268,0.7216796602967716,0.09167433148780896,268,0.8816279069767441,0.019219365744795002
0.3914302850098931,269,0.7216700872308884,0.06824178040290213,105,0.8961324570273004,0.017032565251219538
9549.191680860142,270,0.7216696358370899,0.09137781779756336,268,0.8816279069767441,0.01948139204938101
3624.6447036112945,271,0.7216695076002153,0.0913238928562738,268,0.8816279069767441,0.01956595445454875
6304.724447664168,271,0.7216695076002153,0.0913238928562738,268,0.8816279069767441,0.01956595445454875
2285.238607695457,271,0.7216695076002153,0.0913238928562738,268,0.8816279069767441,0.01956595445454875
249.64845430386373,274,0.7216604298950593,0.09135212305821416,268,0.8816279069767441,0.020076082930465255
2.4773649183079316,275,0.7215708447869276,0.08647946619428462,154,0.8862689585439838,0.01806107932510049
2.3656832468360864,275,0.7215708447869276,0.08647946619428462,154,0.8862689585439838,0.01806107932510049
0.24678600874580311,277,0.7215287704882118,0.06202826566515794,89,0.9001921132457028,0.015193914148064971
7940.22949773128,278,0.7215162616039611,0.09116162118047594,306,0.8810481968318167,0.01995533154741146
227.64709020347865,279,0.721506108907405,0.09149455455497037,306,0.8810481968318167,0.02020636465896504
164.82701005216103,280,0.7214959562108487,0.09114349697254782,306,0.8810481968318167,0.020536302656913388
828.3178015871388,281,0.7214878340536038,0.09117613413961666,251,0.8822076171216718,0.019154194437110392
908.37207123434,282,0.7214776813570476,0.09121135801129308,258,0.8822059319177621,0.017701194799599168
